added_to_code,phrase,decision,library,target,source,reason
yes,bed breakfast,add,overpass-osm-tag,hotels/lodging,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,attorney office,add,overpass-osm-tag,law offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,lawyer office,add,overpass-osm-tag,law offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,legal practice,add,overpass-osm-tag,law offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,accounting office,add,overpass-osm-tag,accounting firms,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,accounting firm,add,overpass-osm-tag,accounting firms,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,tax preparer,add,overpass-osm-tag,accounting firms,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,estate agent,add,overpass-osm-tag,real estate agencies,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,realtor office,add,overpass-osm-tag,real estate agencies,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,real estate office,add,overpass-osm-tag,real estate agencies,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,insurance broker,add,overpass-osm-tag,insurance agencies,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,insurance office,add,overpass-osm-tag,insurance agencies,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,doctor office,add,overpass-osm-tag,doctors'/medical offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,physician office,add,overpass-osm-tag,doctors'/medical offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,primary care clinic,add,overpass-osm-tag,doctors'/medical offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,medical clinic,add,overpass-osm-tag,doctors'/medical offices,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,veterinary clinic,add,overpass-osm-tag,veterinary clinics,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,pet clinic,add,overpass-osm-tag,veterinary clinics,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,day nursery,add,overpass-osm-tag,childcare centers,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,child care center,add,overpass-osm-tag,childcare centers,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,nursery school,add,overpass-osm-tag,childcare centers,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,coin laundry,add,overpass-osm-tag,laundry/dry-cleaning shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,dry cleaner,add,overpass-osm-tag,laundry/dry-cleaning shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,laundry service,add,overpass-osm-tag,laundry/dry-cleaning shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,smoke shop,add,overpass-osm-tag,tobacco/vape shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,cigar shop,add,overpass-osm-tag,tobacco/vape shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,hardware shop,add,overpass-osm-tag,hardware stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,furniture shop,add,overpass-osm-tag,furniture stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,pet shop,add,overpass-osm-tag,pet stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,pet supply store,add,overpass-osm-tag,pet stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,book shop,add,overpass-osm-tag,bookstores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,gift store,add,overpass-osm-tag,gift shops,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,apparel store,add,overpass-osm-tag,clothing/apparel stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,clothing store,add,overpass-osm-tag,clothing/apparel stores,curated OSM phrase promotion,Phrase maps to an existing precise OpenStreetMap competition tag.
yes,tax preparer,add,compliance-business-type-synonym,accounting,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,bookkeeping service,add,compliance-business-type-synonym,accounting,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,legal counsel,add,compliance-business-type-synonym,law,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,lawyer office,add,compliance-business-type-synonym,law,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,attorney office,add,compliance-business-type-synonym,law,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,estate agent,add,compliance-business-type-synonym,real estate,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,insurance broker,add,compliance-business-type-synonym,insurance,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,guard service,add,compliance-business-type-synonym,security,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,private security company,add,compliance-business-type-synonym,security,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,barber shop,add,compliance-business-type-synonym,barber,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,beauty shop,add,compliance-business-type-synonym,salon,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,day spa,add,compliance-business-type-synonym,spa,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,mechanic shop,add,compliance-business-type-synonym,auto,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,repair garage,add,compliance-business-type-synonym,auto,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,lawn service,add,compliance-business-type-synonym,landscaping,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,roof repair,add,compliance-business-type-synonym,roofing,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,drain cleaning service,add,compliance-business-type-synonym,plumbing,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,app development company,add,compliance-business-type-synonym,software,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,web development company,add,compliance-business-type-synonym,software,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,managed it services,add,compliance-business-type-synonym,it,curated Compliance-OS phrase promotion,Phrase helps match natural business descriptions to Compliance-OS taxonomy terms.
yes,investment advisor,add,regulatory-status,Registered Investment Adviser,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,investment adviser,add,regulatory-status,Registered Investment Adviser,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,financial advisor,add,regulatory-status,Registered Investment Adviser,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,guard service,add,regulatory-status,Private Security/Guard License,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,private security company,add,regulatory-status,Private Security/Guard License,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,security patrol,add,regulatory-status,Private Security/Guard License,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,food processing plant,add,regulatory-status,Food Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,food factory,add,regulatory-status,Food Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,beverage manufacturer,add,regulatory-status,Food Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,brew pub,add,regulatory-status,Alcohol Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,craft brewery,add,regulatory-status,Alcohol Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,beer garden,add,regulatory-status,Alcohol Manufacturer,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,cannabis shop,add,regulatory-status,Licensed Cannabis Business,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,marijuana dispensary,add,regulatory-status,Licensed Cannabis Business,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,weed dispensary,add,regulatory-status,Licensed Cannabis Business,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,gun dealer,add,regulatory-status,Federal Firearms Licensee,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,firearm shop,add,regulatory-status,Federal Firearms Licensee,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,ammo shop,add,regulatory-status,Federal Firearms Licensee,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,federal contractor,add,regulatory-status,Government Contractor,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
yes,government vendor,add,regulatory-status,Government Contractor,curated regulatory phrase promotion,"Phrase is a specific regulatory status trigger, not a broad general term."
