"word","confidence","library","target","overlap_terms","source_file"
"structure","direct-wordnet-synonym-review","setup-classifier","Nonprofit Organization","organization social","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"honesty","direct-wordnet-synonym-review","setup-classifier","Nursery / Greenhouse","plant flower","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"poinsettia","direct-wordnet-synonym-review","setup-classifier","Nursery / Greenhouse","plant flower","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"satinpod","direct-wordnet-synonym-review","setup-classifier","Nursery / Greenhouse","plant flower","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ophthalmologist","direct-wordnet-synonym-review","setup-classifier","Optometry Practice","eye doctor","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"decorator","direct-wordnet-synonym-review","setup-classifier","Painting Contractor","house interior","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"mural","direct-wordnet-synonym-review","setup-classifier","Painting Contractor","painting wall","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"opera","direct-wordnet-synonym-review","setup-classifier","Painting Contractor","house","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"croak","direct-wordnet-synonym-review","setup-classifier","Pawn Shop","buy cash","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"decease","direct-wordnet-synonym-review","setup-classifier","Pawn Shop","buy cash","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"expire","direct-wordnet-synonym-review","setup-classifier","Pawn Shop","buy cash","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"perish","direct-wordnet-synonym-review","setup-classifier","Pawn Shop","buy cash","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bedbug","direct-wordnet-synonym-review","setup-classifier","Pest Control","bug bed","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"chinch","direct-wordnet-synonym-review","setup-classifier","Pest Control","bug bed","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hemipteran","direct-wordnet-synonym-review","setup-classifier","Pest Control","bug insect","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hemipteron","direct-wordnet-synonym-review","setup-classifier","Pest Control","bug insect","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"doghouse","direct-wordnet-synonym-review","setup-classifier","Pet Services","dog kennel","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"maltese","direct-wordnet-synonym-review","setup-classifier","Pet Services","dog cat","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"antiarrhythmic","direct-wordnet-synonym-review","setup-classifier","Pharmacy","drug medication","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"iontophoresis","direct-wordnet-synonym-review","setup-classifier","Pharmacy","drug medication","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"medicament","direct-wordnet-synonym-review","setup-classifier","Pharmacy","drug medication","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"statin","direct-wordnet-synonym-review","setup-classifier","Pharmacy","drug medication","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cinematography","direct-wordnet-synonym-review","setup-classifier","Photography / Videography","photography filming","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"physiatrics","direct-wordnet-synonym-review","setup-classifier","Physical Therapy Clinic","physical therapy physiotherapy","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"chicha","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"drainpipe","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe drain","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"effluent","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","sewer water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"kalian","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"micturate","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"narghile","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"nargileh","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"pee","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"piddle","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sheesha","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"shisha","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","pipe water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"urinate","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wastewater","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","sewer water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"waterline","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"watermark","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wee","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wetting","direct-wordnet-synonym-review","setup-classifier","Plumbing Contractor","water leak","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"express","direct-wordnet-synonym-review","setup-classifier","PR / Public Relations","press","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"handout","direct-wordnet-synonym-review","setup-classifier","PR / Public Relations","press release","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"publish","direct-wordnet-synonym-review","setup-classifier","PR / Public Relations","release","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"report","direct-wordnet-synonym-review","setup-classifier","PR / Public Relations","reputation","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"squeeze","direct-wordnet-synonym-review","setup-classifier","PR / Public Relations","press crisis","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"boardinghouse","direct-wordnet-synonym-review","setup-classifier","Private School","boarding","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"letting","direct-wordnet-synonym-review","setup-classifier","Property Management","rental","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"acres","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","estate","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"demesne","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","estate","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"factor","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","agent broker","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"immovable","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","real estate realty","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"list","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","listing","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"underwriter","direct-wordnet-synonym-review","setup-classifier","Real Estate Brokerage / Agent","agent broker","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"usance","direct-wordnet-synonym-review","setup-classifier","Real Estate Developer","use","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bean","direct-wordnet-synonym-review","setup-classifier","Restaurant","noodle","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bomber","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cholera","direct-wordnet-synonym-review","setup-classifier","Restaurant","indian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"corn","direct-wordnet-synonym-review","setup-classifier","Restaurant","indian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"fasting","direct-wordnet-synonym-review","setup-classifier","Restaurant","fast","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"grinder","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"groundnut","direct-wordnet-synonym-review","setup-classifier","Restaurant","indian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hero","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hoagie","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hoagy","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"roach","direct-wordnet-synonym-review","setup-classifier","Restaurant","mexican","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"sub","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"submarine","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"torpedo","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"wedge","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"zep","direct-wordnet-synonym-review","setup-classifier","Restaurant","sandwich italian","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"succeed","direct-wordnet-synonym-review","setup-classifier","Retail Store","goods","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"watcher","direct-wordnet-synonym-review","setup-classifier","Security Guard Company","security guard","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"watchman","direct-wordnet-synonym-review","setup-classifier","Security Guard Company","security guard","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"coder","direct-wordnet-synonym-review","setup-classifier","Software Development","software engineer","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"programmer","direct-wordnet-synonym-review","setup-classifier","Software Development","software engineer","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"accumulator","direct-wordnet-synonym-review","setup-classifier","Solar Energy Installer","battery storage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"grid","direct-wordnet-synonym-review","setup-classifier","Solar Energy Installer","battery storage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"complexion","direct-wordnet-synonym-review","setup-classifier","Spa / Salon","skin color","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"cab","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","taxi","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"conveyance","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","transportation transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"delight","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"inanimate","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","non","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"send","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"taxicab","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","taxi","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"transferral","direct-wordnet-synonym-review","setup-classifier","Taxi / Rideshare / Limo","transportation transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"conveyance","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","transportation transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"lading","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","freight cargo","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"loading","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","freight cargo","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"payload","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","freight cargo","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"rig","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","trucking truck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"semi","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","trucking truck","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"shipment","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","freight cargo","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"teamster","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","truck driver","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"transferral","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","transportation transport","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"trucker","direct-wordnet-synonym-review","setup-classifier","Trucking / Freight / Transportation","truck driver","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"discipline","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","study","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"examination","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","test","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"examine","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","test study","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"indication","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","reading","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"proof","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","test","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"recital","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","reading","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"report","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","study","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"rosette","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","stem","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"run","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","test","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"stalk","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","stem","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"trial","direct-wordnet-synonym-review","setup-classifier","Tutoring Center","test","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"bluster","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"boast","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"brag","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"fibreoptic","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","fiber optic","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"gasconade","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"riser","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","pipeline main","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"tout","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"vaunt","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","gas line","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"waterline","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","line water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"watermark","direct-wordnet-synonym-review","setup-classifier","Utility / Pipeline Contractor","line water","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"infirmary","direct-wordnet-synonym-review","setup-classifier","Veterinary Practice","hospital","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"adjunct","direct-wordnet-synonym-review","setup-classifier","Virtual Assistant Services","assistant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"supporter","direct-wordnet-synonym-review","setup-classifier","Virtual Assistant Services","assistant","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"repositing","direct-wordnet-synonym-review","setup-classifier","Warehousing / Self-Storage","warehousing storage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"reposition","direct-wordnet-synonym-review","setup-classifier","Warehousing / Self-Storage","warehousing storage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"warehousing","direct-wordnet-synonym-review","setup-classifier","Warehousing / Self-Storage","warehousing storage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"ashcan","direct-wordnet-synonym-review","setup-classifier","Waste Management","trash garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dump","direct-wordnet-synonym-review","setup-classifier","Waste Management","waste trash garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dumpsite","direct-wordnet-synonym-review","setup-classifier","Waste Management","waste trash garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"dustbin","direct-wordnet-synonym-review","setup-classifier","Waste Management","trash garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"refuse","direct-wordnet-synonym-review","setup-classifier","Waste Management","waste garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scrap","direct-wordnet-synonym-review","setup-classifier","Waste Management","trash junk","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scrapheap","direct-wordnet-synonym-review","setup-classifier","Waste Management","trash garbage junk","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"scraps","direct-wordnet-synonym-review","setup-classifier","Waste Management","waste garbage","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
