"word","already_lexically_mapped","confidence","library","target","score","overlap_terms","wordnet_synonym_tokens","wordnet_gloss_sample","source_file"
"hornpout","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","horned pout hornpout ameiurus melas","catfish common in eastern United States  ","registry-api/src/reservedWords.ts"
"horsebean","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","jerusalem thorn horsebean parkinsonia aculeata broad bean fava","large shrub or shrubby tree having sharp spines and pinnate leaves with small deciduous leaflets and sweet-scented racemose yellow-orange flowers; grown as ornamentals or hedging or emergency food for livestock; tropical America but naturalized in southern United States   / seed of the broad-bean plant  ","registry-api/src/reservedWords.ts"
"horsebean","no","wordnet-gloss-synonym-candidate","setup-classifier","Landscaping","5.0","tree shrub","jerusalem thorn horsebean parkinsonia aculeata broad bean fava","large shrub or shrubby tree having sharp spines and pinnate leaves with small deciduous leaflets and sweet-scented racemose yellow-orange flowers; grown as ornamentals or hedging or emergency food for livestock; tropical America but naturalized in southern United States   / seed of the broad-bean plant  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"horsebean","no","wordnet-gloss-synonym-candidate","setup-classifier","Light Manufacturing","5.0","small plant","jerusalem thorn horsebean parkinsonia aculeata broad bean fava","large shrub or shrubby tree having sharp spines and pinnate leaves with small deciduous leaflets and sweet-scented racemose yellow-orange flowers; grown as ornamentals or hedging or emergency food for livestock; tropical America but naturalized in southern United States   / seed of the broad-bean plant  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"horsemint","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","horsemint mentha longifolia monarda punctata lemon mint citriodora","a coarse Old World wild water mint having long leaves and spikelike clusters of flowers; naturalized in the eastern United States   / tall erect perennial or annual having lanceolate leaves and heads of purple-spotted creamy flowers; many subspecies grown from eastern to southwestern United States and in Mexico  ","registry-api/src/reservedWords.ts"
"horseweed","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","horseweed canadian fleabane conyza canadensis erigeron horse balm stoneroot stone root richweed collinsonia","common North American weed with linear leaves and small discoid heads of yellowish flowers; widely naturalized throughout temperate regions; sometimes placed in genus Erigeron   / erect perennial strong-scented with serrate pointed leaves and a loose panicle of yellowish flowers; the eastern United States  ","registry-api/src/reservedWords.ts"
"hose","no","wordnet-gloss-synonym-candidate","setup-classifier","Plumbing Contractor","5.0","pipe water","hose hosepipe hosiery down","a flexible pipe for conveying a liquid or gas   / man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hose","no","wordnet-gloss-synonym-candidate","setup-classifier","Utility / Pipeline Contractor","5.0","gas water","hose hosepipe hosiery down","a flexible pipe for conveying a liquid or gas   / man's close-fitting garment of the 16th and 17th centuries covering the legs and reaching up to the waist; worn with a doublet  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hospital","yes","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","3.5","health treatment","hospital infirmary","a health facility where patients receive treatment   / a medical institution where sick or injured people are given medical or surgical care  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hospital","yes","wordnet-gloss-synonym-candidate","setup-classifier","Veterinary Practice","3.5","hospital health","hospital infirmary","a health facility where patients receive treatment   / a medical institution where sick or injured people are given medical or surgical care  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hospital","yes","wordnet-gloss-synonym-candidate","setup-classifier","Hospital","3.5","hospital health","hospital infirmary","a health facility where patients receive treatment   / a medical institution where sick or injured people are given medical or surgical care  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"host","no","wordnet-gloss-synonym-candidate","setup-classifier","IT / Managed Services","7.5","network server computer","host server horde legion innkeeper boniface master ceremonies emcee","an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association   / (computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"host","no","wordnet-gloss-synonym-candidate","registry-reserved-word","other","5.0","other olympic","host server horde legion innkeeper boniface master ceremonies emcee","an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association   / (computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network  ","registry-api/src/reservedWords.ts"
"host","no","wordnet-gloss-synonym-candidate","setup-classifier","Social Media Management","5.0","social manager","host server horde legion innkeeper boniface master ceremonies emcee","an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association   / (computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"host","no","wordnet-gloss-synonym-candidate","setup-classifier","Event Planning","5.0","event party","host server horde legion innkeeper boniface master ceremonies emcee","an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association   / (computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"host","no","wordnet-gloss-synonym-candidate","setup-classifier","Nonprofit Organization","5.0","organization social","host server horde legion innkeeper boniface master ceremonies emcee","an animal or plant that nourishes and supports a parasite; it does not benefit and is often harmed by the association   / (computer science) a computer that provides client stations with access to files and printers as shared resources to a computer network  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hostel","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","7.5","lodging hotel inn","hostel youth student lodging hostelry inn lodge auberge","inexpensive supervised lodging (especially for youths on bicycling trips)   / a hotel providing overnight lodging for travelers  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hostel","no","wordnet-gloss-synonym-candidate","setup-classifier","Hotel / Motel / Inn","7.5","hotel inn lodging","hostel youth student lodging hostelry inn lodge auberge","inexpensive supervised lodging (especially for youths on bicycling trips)   / a hotel providing overnight lodging for travelers  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hosteller","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","5.0","hotels hotel","hosteller hotelier hotelkeeper hotel manager hotelman","a traveler who lodges in hostels; ""a youth hosteller""   / an owner or manager of hotels  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hostelry","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","7.5","lodging hotel inn","hostel hostelry inn lodge auberge","a hotel providing overnight lodging for travelers  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hostelry","no","wordnet-gloss-synonym-candidate","setup-classifier","Hotel / Motel / Inn","7.5","hotel inn lodging","hostel hostelry inn lodge auberge","a hotel providing overnight lodging for travelers  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hostile","no","wordnet-gloss-synonym-candidate","market-regex-high_income_target_pattern","HIGH_INCOME_TARGET_PATTERN","5.0","high target","hostile uncongenial unfriendly","troops belonging to the enemy's military forces; ""the platoon ran into a pack of hostiles""   / unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business); ""hostile takeover""; ""hostile tender offer""; ""hostile bid""  ","market-validation-api/src/domain/market-research/scoring.ts"
"hostile","no","wordnet-gloss-synonym-candidate","market-regex-noaa_climate_relevant_pattern","NOAA_CLIMATE_RELEVANT_PATTERN","5.0","climate air","hostile uncongenial unfriendly","troops belonging to the enemy's military forces; ""the platoon ran into a pack of hostiles""   / unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business); ""hostile takeover""; ""hostile tender offer""; ""hostile bid""  ","market-validation-api/src/domain/market-research/scoring.ts"
"hostile","no","wordnet-gloss-synonym-candidate","setup-classifier","Pawn Shop","5.0","buy used","hostile uncongenial unfriendly","troops belonging to the enemy's military forces; ""the platoon ran into a pack of hostiles""   / unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business); ""hostile takeover""; ""hostile tender offer""; ""hostile bid""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hostile","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","3.5","management life","hostile uncongenial unfriendly","troops belonging to the enemy's military forces; ""the platoon ran into a pack of hostiles""   / unsolicited and resisted by the management of the target company (used of attempts to buy or take control of a business); ""hostile takeover""; ""hostile tender offer""; ""hostile bid""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hot","yes","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","7.5","sports patch water","hot live blistering red spicy raging","marked by excited activity; ""a hot week on the stock market""   / charged or energized with electricity; ""a hot wire""; ""a live wire""  ","market-validation-api/src/domain/market-research/scoring.ts"
"hot","yes","wordnet-gloss-synonym-candidate","market-regex-vehicle_fit_relevant_pattern","VEHICLE_FIT_RELEVANT_PATTERN","6.0","car fuel drive","hot live blistering red spicy raging","marked by excited activity; ""a hot week on the stock market""   / charged or energized with electricity; ""a hot wire""; ""a live wire""  ","market-validation-api/src/domain/market-research/scoring.ts"
"hot","yes","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","6.0","car used new","hot live blistering red spicy raging","marked by excited activity; ""a hot week on the stock market""   / charged or energized with electricity; ""a hot wire""; ""a live wire""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hot","yes","wordnet-gloss-synonym-candidate","setup-classifier","Physical Therapy Clinic","5.0","physical sports","hot live blistering red spicy raging","marked by excited activity; ""a hot week on the stock market""   / charged or energized with electricity; ""a hot wire""; ""a live wire""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hot","yes","wordnet-gloss-synonym-candidate","setup-classifier","Plumbing Contractor","5.0","water line","hot live blistering red spicy raging","marked by excited activity; ""a hot week on the stock market""   / charged or energized with electricity; ""a hot wire""; ""a live wire""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hotel","yes","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","5.0","lodging hotel","hotel","a building where travelers can pay for lodging and meals and other services  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hotel","yes","wordnet-gloss-synonym-candidate","setup-classifier","Hotel / Motel / Inn","5.0","hotel lodging","hotel","a building where travelers can pay for lodging and meals and other services  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hotelier","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","5.0","hotels hotel","hotelier hotelkeeper hotel manager hotelman hosteller","an owner or manager of hotels  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hotelman","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","hotels/lodging","5.0","hotels hotel","hotelier hotelkeeper hotel manager hotelman hosteller","an owner or manager of hotels  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"hothouse","no","wordnet-gloss-synonym-candidate","setup-classifier","Nursery / Greenhouse","5.0","greenhouse garden","conservatory hothouse indoor garden","a greenhouse in which plants are arranged in a pleasing manner  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hotplate","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","electric appliance","hot plate hotplate","a portable electric appliance for heating or cooking or keeping food warm  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"hotspot","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hot spot hotspot trouble flashpoint","a lively entertainment spot   / a point of relatively intense heat or radiation  ","registry-api/src/reservedWords.ts"
"houhere","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","used new","lacebark ribbonwood houhere hoheria populnea","small tree or shrub of New Zealand having a profusion of axillary clusters of honey-scented paper-white flowers and whose bark is used for cordage  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"houhere","no","wordnet-gloss-synonym-candidate","setup-classifier","Landscaping","5.0","tree shrub","lacebark ribbonwood houhere hoheria populnea","small tree or shrub of New Zealand having a profusion of axillary clusters of honey-scented paper-white flowers and whose bark is used for cordage  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"house","yes","wordnet-gloss-synonym-candidate","setup-classifier","Nonprofit Organization","7.5","organization community social","house theater theatre firm family household home menage sign zodiac star mansion planetary put domiciliate","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""   / a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"house","yes","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","6.0","housing home building","house theater theatre firm family household home menage sign zodiac star mansion planetary put domiciliate","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""   / a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"house","yes","wordnet-gloss-synonym-candidate","setup-classifier","Social Media Management","6.0","social management community","house theater theatre firm family household home menage sign zodiac star mansion planetary put domiciliate","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""   / a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"house","yes","wordnet-gloss-synonym-candidate","setup-classifier","Real Estate Developer","5.0","development housing","house theater theatre firm family household home menage sign zodiac star mansion planetary put domiciliate","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""   / a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"house","yes","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","4.5","firm management people","house theater theatre firm family household home menage sign zodiac star mansion planetary put domiciliate","play in which children take the roles of father or mother or children and pretend to interact like adults; ""the children were playing house""   / a dwelling that serves as living quarters for one or more families; ""he has a house on Cape Cod""; ""she felt she had to get out of the house""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"housecleaning","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","3.5","cleaning removal","housecleaning","the act of cleaning the rooms and furnishings of a house; ""efficient housecleaning should proceed one room at a time""   / (figurative) the act of reforming by the removal of unwanted personnel or practices or conditions; ""more housecleaning is in store at other accounting firms""; ""many employees were discharged in a general housecleaning by the new owners""  ","market-validation-api/src/domain/market-research/scoring.ts"
"housecleaning","no","wordnet-gloss-synonym-candidate","overpass-osm-tag","accounting firms","3.5","accounting firms","housecleaning","the act of cleaning the rooms and furnishings of a house; ""efficient housecleaning should proceed one room at a time""   / (figurative) the act of reforming by the removal of unwanted personnel or practices or conditions; ""more housecleaning is in store at other accounting firms""; ""many employees were discharged in a general housecleaning by the new owners""  ","market-validation-api/src/domain/market-research/fetchers/overpass.ts"
"household","no","wordnet-gloss-synonym-candidate","market-regex-senior_focus_pattern","SENIOR_FOCUS_PATTERN","3.5","living home","family household house home menage","a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home""; ""the family refused to accept his will""  ","market-validation-api/src/domain/market-research/scoring.ts"
"household","no","wordnet-gloss-synonym-candidate","setup-classifier","Home Health Agency","3.5","home living","family household house home menage","a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home""; ""the family refused to accept his will""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"household","no","wordnet-gloss-synonym-candidate","setup-classifier","Home Daycare","3.5","home family","family household house home menage","a social unit living together; ""he moved his family to Virginia""; ""It was a good Christian household""; ""I waited until the whole house was asleep""; ""the teacher asked how many people made up his home""; ""the family refused to accept his will""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"housekeeping","yes","wordnet-gloss-synonym-candidate","setup-classifier","Cleaning / Janitorial Service","5.0","cleaning housekeeping","housework housekeeping","the work of cleaning and running a house  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"housewarming","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","3.5","home moving","housewarming","a party of people assembled to celebrate moving into a new home  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"housework","no","wordnet-gloss-synonym-candidate","setup-classifier","Cleaning / Janitorial Service","5.0","cleaning housekeeping","housework housekeeping","the work of cleaning and running a house  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"housing","yes","wordnet-gloss-synonym-candidate","setup-classifier","Hotel / Motel / Inn","5.0","lodging accommodations","caparison trapping housing lodging living accommodations","stable gear consisting of a decorated covering for a horse, especially (formerly) for a warhorse   / structures collectively in which people are housed  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hover","no","wordnet-gloss-synonym-candidate","setup-classifier","AI Services","5.0","large vision","hover levitate linger vibrate vacillate oscillate brood loom bulk large","hang in the air; fly or be suspended above   / be suspended in the air, as if in defiance of gravity; ""The guru claimed that he could levitate""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hovercraft","no","wordnet-gloss-synonym-candidate","market-regex-inherently_seasonal_business_pattern","INHERENTLY_SEASONAL_BUSINESS_PATTERN","5.0","ground water","hovercraft ground effect machine","a craft capable of moving over water or land on a cushion of air created by jet engines  ","market-validation-api/src/domain/market-research/scoring.ts"
"hovercraft","no","wordnet-gloss-synonym-candidate","market-regex-noaa_climate_relevant_pattern","NOAA_CLIMATE_RELEVANT_PATTERN","5.0","air ground","hovercraft ground effect machine","a craft capable of moving over water or land on a cushion of air created by jet engines  ","market-validation-api/src/domain/market-research/scoring.ts"
"howe","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","howe elias julia ward gordie gordon irving","United States inventor who built early sewing machines and won suits for patent infringement against other manufacturers (including Isaac M. Singer) (1819-1867)   / United States feminist who was active in the women's suffrage movement (1819-1910)  ","registry-api/src/reservedWords.ts"
"howitzer","no","wordnet-gloss-synonym-candidate","setup-classifier","Firearms Dealer","5.0","gun range","mortar howitzer trench","a muzzle-loading high-angle gun with a short barrel that fires shells at high elevations for a short range  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hoy","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","heavy boat","barge flatboat hoy lighter","a flatbottom boat for carrying heavy loads (especially on canals)  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hub","no","wordnet-gloss-synonym-candidate","setup-classifier","Taxi / Rideshare / Limo","6.0","car airport transportation","hub","the central part of a car wheel (or fan or propeller etc) through which the shaft or axle passes   / a center of activity or interest or commerce or transportation; a focal point around which events revolve; ""the playground is the hub of parental supervision""; ""the airport is the economic hub of the area""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hub","no","wordnet-gloss-synonym-candidate","setup-classifier","Trucking / Freight / Transportation","3.5","transportation center","hub","the central part of a car wheel (or fan or propeller etc) through which the shaft or axle passes   / a center of activity or interest or commerce or transportation; a focal point around which events revolve; ""the playground is the hub of parental supervision""; ""the airport is the economic hub of the area""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"huckleberry","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","huckleberry","blue-black berry similar to blueberries and bilberries of the eastern United States   / any of several shrubs of the genus Gaylussacia bearing small berries resembling blueberries  ","registry-api/src/reservedWords.ts"
"huckster","no","wordnet-gloss-synonym-candidate","market-regex-budget_price_pattern","BUDGET_PRICE_PATTERN","5.0","price cheap","huckster cheap jack haggle higgle chaffer peddle monger hawk vend pitch","a seller of shoddy goods   / a person who writes radio or tv advertisements  ","market-validation-api/src/domain/market-research/scoring.ts"
"huckster","no","wordnet-gloss-synonym-candidate","setup-classifier","Pawn Shop","5.0","sell goods","huckster cheap jack haggle higgle chaffer peddle monger hawk vend pitch","a seller of shoddy goods   / a person who writes radio or tv advertisements  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"huckster","no","wordnet-gloss-synonym-candidate","setup-classifier","Secondhand / Consignment Store","5.0","goods sale","huckster cheap jack haggle higgle chaffer peddle monger hawk vend pitch","a seller of shoddy goods   / a person who writes radio or tv advertisements  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"huff","no","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","5.0","kids day","huff miff seeing red puff chuff snort","a state of irritation or annoyance   / blow hard and loudly; ""he huffed and puffed as he made his way up the mountain""  ","market-validation-api/src/domain/market-research/scoring.ts"
"huisache","no","wordnet-gloss-synonym-candidate","setup-classifier","Landscaping","5.0","tree shrub","huisache cassie mimosa bush sweet wattle acacia scented flame tree farnesiana","tropical American thorny shrub or small tree; fragrant yellow flowers used in making perfumery  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hull","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hull kingston upon cordell isaac","the frame or body of ship   / a large fishing port in northeastern England  ","registry-api/src/reservedWords.ts"
"hull","no","wordnet-gloss-synonym-candidate","setup-classifier","Collision / Auto Body Repair","5.0","body frame","hull kingston upon cordell isaac","the frame or body of ship   / a large fishing port in northeastern England  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hum","no","wordnet-gloss-synonym-candidate","setup-classifier","Accounting / Bookkeeping / Tax Preparation","5.0","preparation office","hum humming harkat mujahidin ansar hua mujahedeen faran movement holy warriors busyness thrum buzz seethe","a humming noise; ""the hum of distant traffic""   / an Islamic fundamentalist group in Pakistan that fought the Soviet Union in Afghanistan in the 1980s; now operates as a terrorist organization primarily in Kashmir and seeks Kashmir's accession by Pakistan  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanism","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","human people","humanism secular humanitarianism","the doctrine emphasizing a person's capacity for self-realization through reason; rejects religion and the supernatural   / the doctrine that people's duty is to promote human welfare  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanist","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","human learning","humanist humanitarian human centered centred humanistic humane","a classical scholar or student of the liberal arts   / an advocate of the principles of humanism; someone concerned with the interests and welfare of humans  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanistic","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","human learning","human centered centred humanist humanistic humanitarian humane","marked by humanistic values and devotion to human welfare; ""a humane physician""; ""released the prisoner for humanitarian reasons""; ""respect and humanistic regard for all members of our species""   / pertaining to or concerned with the humanities; ""humanistic studies""; ""a humane education""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanitarianism","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","human people","humanitarianism humanism","the doctrine that people's duty is to promote human welfare  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanities","no","wordnet-gloss-synonym-candidate","setup-classifier","Tutoring Center","5.0","college skills","humanistic discipline humanities liberal arts","studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills); ""the college of arts and sciences""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humanities","no","wordnet-gloss-synonym-candidate","setup-classifier","Consulting / Professional Services","5.0","professional knowledge","humanistic discipline humanities liberal arts","studies intended to provide general knowledge and intellectual skills (rather than occupational or professional skills); ""the college of arts and sciences""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humidifier","no","wordnet-gloss-synonym-candidate","market-regex-housing_construction_relevant_pattern","HOUSING_CONSTRUCTION_RELEVANT_PATTERN","5.0","building appliance","humidifier","an appliance designed to add moisture to the air in a building; ""The humidifier assures the appropriate moisture level for our paintings""  ","market-validation-api/src/domain/market-research/fetchers/expansionSignals.ts"
"humidifier","no","wordnet-gloss-synonym-candidate","setup-classifier","Heavy Manufacturing","5.0","building appliance","humidifier","an appliance designed to add moisture to the air in a building; ""The humidifier assures the appropriate moisture level for our paintings""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humiliation","no","wordnet-gloss-synonym-candidate","setup-classifier","Personal Training","5.0","loss one","humiliation abasement mortification chagrin","depriving one of self-esteem   / an instance in which you are caused to lose your prestige or self-respect; ""he had to undergo one humiliation after another""  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humpback","no","wordnet-gloss-synonym-candidate","setup-classifier","Chiropractic Practice","5.0","spine back","humpback whale megaptera novaeangliae hunchback crookback kyphosis","large whalebone whale with long flippers noted for arching or humping its back as it dives   / a person whose back is hunched because of abnormal curvature of the upper spine  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"humvee","no","wordnet-gloss-synonym-candidate","market-regex-vehicle_fit_relevant_pattern","VEHICLE_FIT_RELEVANT_PATTERN","3.5","vehicle drive","humvee hum vee","a high mobility, multipurpose, military vehicle with four-wheel drive  ","market-validation-api/src/domain/market-research/scoring.ts"
"hunchback","no","wordnet-gloss-synonym-candidate","setup-classifier","Chiropractic Practice","5.0","spine back","humpback hunchback crookback kyphosis","a person whose back is hunched because of abnormal curvature of the upper spine   / an abnormal backward curve to the vertebral column  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hundredweight","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hundredweight cwt long short centner cental quintal metric doppelzentner","a British unit of weight equivalent to 112 pounds   / a United States unit of weight equivalent to 100 pounds  ","registry-api/src/reservedWords.ts"
"hunt","no","wordnet-gloss-synonym-candidate","registry-reserved-word","government","5.0","united states","hunt hunting search club leigh james henry richard morris holman william run down track hound trace","the pursuit and killing or capture of wild animals regarded as a sport   / the work of finding and killing or capturing animals for food or pelts  ","registry-api/src/reservedWords.ts"
"hunt","no","wordnet-gloss-synonym-candidate","setup-classifier","Auto Dealership","5.0","used pre","hunt hunting search club leigh james henry richard morris holman william run down track hound trace","the pursuit and killing or capture of wild animals regarded as a sport   / the work of finding and killing or capturing animals for food or pelts  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hunt","no","wordnet-gloss-synonym-candidate","setup-classifier","Secondhand / Consignment Store","5.0","used pre","hunt hunting search club leigh james henry richard morris holman william run down track hound trace","the pursuit and killing or capture of wild animals regarded as a sport   / the work of finding and killing or capturing animals for food or pelts  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hurt","no","wordnet-gloss-synonym-candidate","market-regex-children_focus_pattern","CHILDREN_FOCUS_PATTERN","5.0","children school","damage harm hurt scathe detriment suffering distress injury trauma suffer injure pain anguish wound bruise offend","the act of damaging something or someone   / a damage or loss  ","market-validation-api/src/domain/market-research/scoring.ts"
"hurt","no","wordnet-gloss-synonym-candidate","setup-classifier","Mental Health Practice","5.0","mental trauma","damage harm hurt scathe detriment suffering distress injury trauma suffer injure pain anguish wound bruise offend","the act of damaging something or someone   / a damage or loss  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hurt","no","wordnet-gloss-synonym-candidate","setup-classifier","Physical Therapy Clinic","5.0","physical injury","damage harm hurt scathe detriment suffering distress injury trauma suffer injure pain anguish wound bruise offend","the act of damaging something or someone   / a damage or loss  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
"hurt","no","wordnet-gloss-synonym-candidate","setup-classifier","Chiropractic Practice","5.0","back pain","damage harm hurt scathe detriment suffering distress injury trauma suffer injure pain anguish wound bruise offend","the act of damaging something or someone   / a damage or loss  ","desk-api/src/routes/functions/analyzeBusinessSetup.ts"
