added_to_code,phrase,decision,library,target,source,reason
no,isopropyl alcohol,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isopyrum biternatum,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isoroku yamamoto,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isosceles triangle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isosmotic solution,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isotonic exercise,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isotonic solution,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,israel baline,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,israel strassberg,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,israel zangwill,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,israeli defense force,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,israeli monetary unit,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,issue forth,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmian games,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of corinth,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of darien,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of kra,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of panama,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of suez,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isthmus of tehuantepec,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,istiophorus albicans,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isurus glaucus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isurus oxyrhincus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,isurus paucus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,itaconic acid,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian bee,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian bread,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian capital,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian clover,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian cypress,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian dressing,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian greyhound,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian honeysuckle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian lira,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian millet,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian monetary unit,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian parsley,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian peninsula,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian region,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian renaissance,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian republic,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian rice,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian rye,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian ryegrass,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian sandwich,skip,setup-classifier,Restaurant,WordNet multi-word lemma,Audited but not promoted: token overlap is plausible yet the phrase is not a common safe business-description alias without more context.
no,italian sonnet,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian vegetable marrow,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian vermouth,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italian woodbine,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italic language,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,italo calvino,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,itch mite,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,itchy feet,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,iterative aspect,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ithiel town,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,iva xanthifolia,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan iii,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan iii vasilievich,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan iv,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan iv vasilievich,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan lendl,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan pavlov,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan petrovich pavlov,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan sergeevich turgenev,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan the great,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan the terrible,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivan turgenev,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivor armstrong richards,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory billed woodpecker,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory black,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory coast,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory coast franc,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory gull,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory nut,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory nut palm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory palm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory plant,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory tower,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivory tree,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivry la bataille,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy arum,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy family,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy geranium,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy league,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy leaguer,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ivy leaved geranium,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,iwo jima,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixobrychus exilis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes dammini,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes dentatus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes neotomae,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes pacificus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes persulcatus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes ricinus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes scapularis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,ixodes spinipalpis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,iz al din al qassam battalions,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,izaak walton,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j b rhine,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j b s haldane,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j c maxwell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j craig ventner,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j d salinger,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j e johnston,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j edgar hoover,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j j hill,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j m barrie,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j m synge,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j p morgan,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j particle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j r firth,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,j r r tolkien,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jabat al tahrir al filistiniyyah,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jabiru mycteria,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaboticaba tree,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack bean,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack benny,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack crevalle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack dempsey,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack frost,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack kennedy,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack kerouac,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack ladder,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack lemmon,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack london,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack mackerel,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack nicklaus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack o lantern fungus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack oak,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack of all trades,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack off,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack pine,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack plane,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack roosevelt robinson,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack salmon,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack the ripper,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack up,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jack william nicklaus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackass bat,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackass penguin,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacket crown,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacket potato,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackfruit tree,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackie robinson,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacking off,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackknife clam,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jackson pollock,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacksonian epilepsy,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacob epstein,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacob harmensen,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacob s ladder,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacob s rod,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacob s staff,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacobean lily,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacobus arminius,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacopo robusti,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacquard loom,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacqueline cochran,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacquemier s sign,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques alexandre cesar charles,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques anatole francois thibault,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques bernoulli,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques cartier,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques charles,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques costeau,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques derrida,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques etienne montgolfier,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques francois antoine ibert,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques francois fromental elie halevy,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques germain soufflot,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques lipchitz,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques loeb,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques louis david,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques lucien monod,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques marquette,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques monod,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques offenbach,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques tati,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques tatischeff,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacques yves costeau,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacquinia armillaris,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jacquinia keyensis,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaculus jaculus,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jade green,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jade vine,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jafar umar thalib,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaffa orange,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaffar umar thalib,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jafnea semitosta,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaggery palm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jaguarundi cat,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jai alai,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jail bird,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jail cell,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jail delivery,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob behmen,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob bernoulli,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob boehm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob boehme,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob bohme,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob creutzfeldt disease,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob grimm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob hermandszoon,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob liebmann beer,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob ludwig felix mendelssohn bartholdy,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jakob ludwig karl grimm,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jalapeno pepper,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jam session,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaat ul fuqra,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica apple,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica bayberry,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica caper tree,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica dogwood,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica honeysuckle,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica quassia,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
no,jamaica rum,skip,wordnet-phrase-source,,WordNet multi-word lemma,Audited and skipped: no strong relationship to the name/keyword matching libraries.
